hatespeech,index
اللحم كيما سميوه يطير هالقزة راجعولنا,1
اللعنة,1
اللعنة اللعنة اللعنة هالرهوط يحشموش والاغرب وجهه استدعاه,1
اللقب وياه معناها ههههععهه,0
اللقطة,0
اللقطه حسيتها وكانها واقعيه ماابدعت مفيده وحيده ممثله عالميه,0
اللكزة,1
اللٰه والطاقم,0
اللوح,0
الماجستير,0
الماجو عدواني,1
المارك لوريمي ديلو الماكي شورو اللوز المنابر والتلافز المصايب يهلكهم,1
الماسة بوعة نلقاه الصبر وبرا,1
الماسط,1
الماسط الفلجا موتياتك معاش تبهل,1
الماسط الفلجا موتياتك معاش تتبهلل,1
الماسط اللاسط اميييييييييييين,1
الماسط ونركزو ماشى بطبيعة ونحسو ماخذ نجلاء يهدي,1
الماسطين جبتهم قاره,0
الماسك بيديك,0
الماصت منحبوش بالكول ميتعداش,1
المافيا تحالف لمحاربة المافيا تحالف,0
الماكينة بدات العادة,0
الماؤنى,0
المائة,0
المبرر كرجل غريزه عاديه لالبلاد ستخجل التافه تعطيه للالاسف الجهل مصيبه,1
المتابعة,0
المتخلف,1
المتربي عالية,0
المتشد اجرت,1
المتطرف هوالتابع يسمى بالحريه البذيءه الكافره,1
المتطوعين قابلنا اسبوع,0
المتمرة,1
المثالية لشياطين الانس,1
المثقفة الهي,0
المثقفين اتفرجوا وحدكم,1
المثلات ابداعا,0
المثلات ابداعا احتراما,0
المثلات البارعات وياسر الثيق,0
المثلات التمعجين الريق,1
المثلين,1
المثلين الهي بداو يتفقدو,0
المثلين بالمسلسلات زلية بالتوفيق,0
المثلين وافضل لبلادة,0
المثلين وداخل,0
المثلين يضحكوني جعفور,0
المثيل الهي القبعات,0
المجاهد الاكبر,0
المجلس الاعلى لامن برئاسة المجيد تبون,0
المجهود نتائج,0
المجهودات,0
المجهودات انخفاض,0
المجهودات والسعي وشعبنا التشجيع,0
المحارب باذن,0
المحاسبة والعقاب,0
المحترم,0
المحترم اعانك الهمنت,0
المحترم اعانك منتهز,0
المحرمة الريفية المحروم حفيان الريفية المنسية بلادكهو,0
المخالطي,1
المخبر فج مجالد تاجروين عندا الكلية الطبية المتواجدة ضفاف البلوط رقيبة,0
المخبزة,0
المخرج زلاوجة شذاذ الافاق تفاهات,1
المخرج ميبون وعطاي ماشو,1
المخص,1
المخلوق,1
المخلوق اكدلي الهي الصياح البلاتو,0
المدرسين الراغبين السفر,0
المذيعه جاهله,1
المذيعه مسلمه علمانية,1
المراه تمثلني نقطه لسطر,1
المرة الحمدله يسافر يتعالج البرا برجال وجماعة واعضاء اتوا يتبرع,0
المرة ماسط كلها بايتة,1
المرة ماسيت سالم,1
المرة مستا لاستا ويرثها مخذتوه يداور لوقظة,1
المرة نسكت المرة نتفا,0
المرة نسكت المرة نتفاهمو,0
المرة يسافر يتعالج البرا برجال وجماعة واعضاء اتوا يتبرع,0
المرتزقة الجهلة المتخلفين نخبتنا ههههه عمري الابله نظرية الانفاق انه,1
المرزوقي,0
المرزوقي والرجال قليلون,0
المرضا لمتوف لمتوف المرضا متعد الهغ,1
المرضين ثروة منغير الحماية درست ادعوك التمريض,0
المرضين منسين,0
المرضين ندواتك تشكر تمجد الطبة احترامي قالولك اذكر الاطار الهموش,0
المرور لتطبيق اجراءات صرامة وقفوا الضروريات القصوى,0
المريخ ورسوله فرضو الحجاب,1
المزيد الانضباط والوعي تضافر المكونات والمدنية,0
المزيعه فاااااجره علمانيه والشيخ الجمها هههههههههه,1
المساتة,1
المساجين وزيدهم يفرج,1
المساسية المليارات طامعين,0
المساسيةوين الملياراتطامعين,0
المسافرين الاستهتار,0
المسال,1
المسال بالوط,1
المساندة,0
المساندة سنجح باذن,0
المساندة لوزير,0
المساندة والاحترام والتقدير لدكتور الطيف,0
المساندة والتقدير,0
المستشفي,1
المستهتر معندوش ارادة سياسية يدعم مقام بحتي زيارة ميدانية لجنوب,0
المستوردين لتربحكم,0
المستوى,0
المستويات المنحطة,1
المسرحيات نحارب الجريمة والار بالثقافة,0
المسمى بلطفي ماينجم مهرج خاطيه,1
المسنين,0
المسود,1
المسؤلين,0
المسؤولية اخلاقية قضية ضمير وثواب سيلتزم سيحي نفوسا المكن بالموت,0
المسؤولية الاخلاقية تحمل ومسؤولين,0
المسؤولية حرصكم محاربة لكني اطلب سيادتكم تركنوا لراحة التعب اخهذا دكم توليكم الوزارة,0
المسؤولية وتزج بشعب,0
المسؤولين الخروج اقرب,0
المسؤولين الوزارة مخيرين الحضور انما مجبرون لانارة,0
المسؤولين لكان,0
المشكلة تنقل الامنين مقرات البعيدة عادة قرارات الولاة الهي الغوا الرحلات,0
المشكلة وزارة لتنجم قرارات,0
المصاطة,1
المصاطه والتفاهة والريق غريبه معجبين رئيسها بياع,1
المصخ مشى جريدة صدى وهوا شليكة شليكة,1
المصري يشتمون,1
المصلحة المصلحة العامة,0
المطار,0
المطارات,0
المطارات ومنعوا الهباخرات الهي نتخبو اغلبية يتحرك يارسول عمري مايخوش قرارات ياخو اتحرك يفضلك رانا حافة,0
المعامل اعيشكم ذنب,0
المعامل مباوش اسكرو,0
المعتدلة منافقة يحسبو الثورة يعطيكم نطحة,1
المعتو بث الرعب سجين سوابق عدلية اختصاصو يقدمو اساس خبير,0
المعتوهة والاهبل والفاهم,1
المعجبين بلطفي والفنون والسينما,0
المعدن الثمين بالتوفيق شاء,0
المعذرة الحروف,1
المعربد والصهوينى واللادينى واللامحترم للساقطين فى الاستضافه,1
المعلم,0
المعلم بدون منازع,0
المعلم معلممممممم,0
المعلم واحنا نتكلم وسيش عالموقف وجنود الخفاء اطباء جيش والشعب,0
المعلم واحنا نتكلم وسيشهد عالموقف وجنود الخفاء اطباء جيش والشعب,0
المعلم يسترو مالعين,0
المعلمة,0
المعنويات مرتفعة ومعاك سد لنخرج باذن يمتعك بالصحة والعافية,0
المعنى لفيلسوف يتفلسف,1
المعنى لكلمة,0
المعنين,1
المعنين حوالي يتقسمو ايام بمعدل بمعدل مكتب بريد,0
المغالطة لافما سميد,0
المغربي الافارقة فغير فتاكة,1
المغزات والشركات التجارية الصناعية يسكرو,0
المفروض,0
المفروض الباخرة تفاديا لكوارث,0
المفروض كيفكهواليد اليد,0
المفروض يحضروش بازياء,0
المفسدة,1
المقاربة الالمانية التيوانية,0
المقاي,1
المقحبة قاعدين يتبعو حماتك قحاب حجامة قحبة تكمل تحققلها حلمها نقولك العايلات ياديوث,1
المقدمة اسلوبها عفن,1
المكرفون اداة لتنقل,0
الملامة الملامة يعيطلو للثرثرة الهروب سوء امنيتي كلامي يتحطلو بلاكة,1
الملاهط,1
الملاهط المسخة طحانة,1
الملائكة بشكون يعوضوه,1
الملحده سفكا,1
الملك نجح نجاح,1
الملكة اليزابيت وخرجت القصر,0
الملهط توة,1
المليارات الدولارات بناء المساجد بنوا ومراكز البحث يكفينا المسلمون مسجد مدينة المنابر الخطب والمحاضرات نافعة,0
الممثلات,0
الممثلات ابداعا اكثرهم احتراما,0
الممثلات البارعات وياسر محلاهة وعندهة الثيق روحه,0
الممثلات التمعجين الريق,1
الممثلات يعتاها الصحه وبالتوفيق شاء,0
الممرك,1
المناسبة نعاودو نذكرو بشريط,0
المنتمي ماسيت بدلوه,1
المندوبية عاتي اقفو بلخص منزل تميم عيشكم,0
المنشط ارهابي مثلي ارهابي بطحان ظهرو,1
المنشط ارهابي مثلي ههههههه ارهابي بطحان ظهرو,1
المنفقين,1
المنكوحة الابد,0
المنيك,1
المنيوك,1
المنيوك الاسرائيلي,1
المهنة,1
الموبن,1
الموبنة,1
المؤس المؤسا لنشا المؤسات لمؤسا لمؤسا لنشا المؤسة لبنو الهازم لمؤسا لمواطن,1
المؤسا,1
الموقع محمي اختراق الرجاء الاستعانة بخبراء السلامة المعلوماتية لضمان سرية المعلومات,0
